state,admin1_pcode,district,township,admin3_pcode,population_2021_proj,fs_pin,fs_targeted,battles,explosions_remote_violence,protests_and_riots,strategic_developments,violence_against_civilians,conflict_score,fatalities,area_sown_acres,population_density,flood_prob,flood_count,beneficiaries_2021,partners_2021,ben_6_months,not_in_6months,conflict_ranking,flood_ranking,fs_pin_ranking,fs_target_ranking,fs_pin_pc,pin_pop,group
Magway,MMR009,Minbu,Sidoktaya,MMR009011,47251.014172093855,9923,991.7287765617061,0,0,0,2,1,0.00304617958028404,0,39537,16.790943805132798,0.13333333333333333,2,0,0,NA,1,279,8,293,237,7.504649752583533e-4,0.21000607444867203,B2
Magway,MMR009,Pakokku,Pakokku,MMR009018,288460.2533534726,60577,6058.334698067766,2,18,9,12,12,0.0981447103494221,38,174827,220.2297772133342,0.4,6,46,1,NA,1,63,4,67,112,0.00458136821588484,0.21000120223069457,A2
Magway,MMR009,Pakokku,Yesagyo,MMR009019,214105.97155217687,44962,4495.77460870406,24,68,2,37,15,0.17073680991291568,83,157724,216.8788872678808,0.4,6,0,0,NA,1,29,4,111,137,0.0034004238856763158,0.20999881355034006,A2
Magway,MMR009,Pakokku,Myaing,MMR009020,224464.6871322603,47138,4714.241582602502,13,37,2,21,13,0.1221296468284481,117,417204,110.58710612410339,0.13333333333333333,2,0,0,NA,1,49,8,106,133,0.0035649922406256434,0.21000185197159807,A2
Magway,MMR009,Pakokku,Pauk,MMR009021,170521.6185816712,35810,3581.04601037606,12,31,0,36,20,0.1614401721667739,224,151577,69.60365230670028,0.13333333333333333,2,0,0,NA,1,33,8,143,154,0.0027082687457423795,0.21000269817899264,A2
Magway,MMR009,Pakokku,Seikphyu,MMR009022,102174.37771855226,21457,2146.3381211759756,0,2,0,1,4,0.00917493917335642,1,101925,67.26112110071672,0.3333333333333333,5,12261,2,84319,0,237,5,232,206,0.001622768011097298,0.2100037257785418,B2
Magway,MMR009,Thayet,Thayet,MMR009012,103743.24739753983,21786,2179.391875114487,2,3,0,4,1,0.01064597709305078,5,88651,86.51524405027018,0.3333333333333333,5,0,0,NA,1,228,5,231,205,0.0016476498993226328,0.20999921003549224,B2
Magway,MMR009,Thayet,Minhla,MMR009013,145236.76834338708,30500,3050.027865043446,0,2,0,7,0,0.00722921305386082,0,124291,61.29720086114784,0.3333333333333333,5,0,0,NA,1,253,5,178,174,0.0023066796075158495,0.21000191857676187,B2
Magway,MMR009,Thayet,Mindon,MMR009014,59013.55990853376,12393,1238.7153073514057,0,0,0,3,0,0.00224450364239705,0,53015,23.19948720319375,0.13333333333333333,2,0,0,NA,1,289,8,279,232,9.372682090473418e-4,0.21000258278280698,B2
Magway,MMR009,Thayet,Kamma,MMR009015,74759.92110993135,15700,1570.0416577967449,1,1,0,6,1,0.00800417718313342,0,99776,65.45472779822003,0.3333333333333333,5,0,0,NA,1,244,5,269,230,0.0011873727815737325,0.21000557206198497,B2
Magway,MMR009,Thayet,Aunglan,MMR009016,233861.00356832598,49111,4910.918926403586,1,1,1,7,3,0.01743324363808915,4,283873,87.68096652531628,0.26666666666666666,4,0,0,NA,1,195,6,98,128,0.003714207941138062,0.21000080924416067,B2
Magway,MMR009,Thayet,Sinbaungwe,MMR009017,117162.15364424167,24604,2459.59484021137,0,0,0,0,2,0.00357040389646332,2,193940,57.17251643278881,0.2,3,0,0,NA,1,277,7,214,196,0.001860771969289179,0.20999955390636715,B2
Mandalay,MMR010,Kyaukse,Kyaukse,MMR010013,274709.3466889205,32416,3242.429766033835,3,12,4,9,5,0.05166772250392455,16,140169,137.59102010968007,0,NA,0,0,NA,1,114,10,164,169,0.0024515844641715993,0.11800108147287655,B2
Mandalay,MMR010,Kyaukse,Sintgaing,MMR010014,158619.83773306131,18717,1872.2859584249468,2,7,2,11,9,0.04884163743778673,36,117550,332.077142416661,0.4,6,0,0,NA,1,121,4,249,217,0.001415544990618825,0.11799911201207082,B2
Mandalay,MMR010,Kyaukse,Myittha,MMR010015,208374.00606965614,24588,2459.1867425586734,0,7,0,4,1,0.01151464795081905,0,106038,219.4364002926349,0,NA,0,0,NA,1,219,10,215,197,0.0018595619078557283,0.11799936308649084,B2
Mandalay,MMR010,Kyaukse,Tada-U,MMR010016,147647.73934006476,17422,1741.7567097702458,1,2,1,1,1,0.01036985140096557,2,70058,147.76282840464387,0.3333333333333333,5,0,0,NA,1,231,5,259,224,0.0013176056433488897,0.11799706570429336,B2
Mandalay,MMR010,Mandalay,Aungmyaythazan,MMR010001,283094.198504246,33405,3341.4885290733523,3,11,5,5,7,0.05353563305620355,8,44,9441.59208360073,0.06666666666666667,1,3733,1,NA,1,112,9,152,160,0.0025263813865267857,0.11799959227881872,B1
Mandalay,MMR010,Mandalay,Chanayethazan,MMR010002,210020.72620513552,24782,2477.755454915075,0,38,35,46,28,0.2975870387204116,83,NA,16220.071930996817,0,NA,0,0,NA,1,8,10,213,195,0.001874233902736321,0.11799787786560857,A1
Mandalay,MMR010,Mandalay,Mahaaungmyay,MMR010003,256821.2367566823,30305,3029.509485691361,5,26,12,21,23,0.14648655336804917,37,NA,15974.92587613374,0,NA,2118,1,NA,1,41,10,181,176,0.0022919319837956665,0.11800036625752869,A1
Mandalay,MMR010,Mandalay,Chanmyathazi,MMR010004,302269.0082577384,35668,3567.2257168409606,5,38,7,18,24,0.1359573775582078,43,NA,9389.493368411573,0,NA,0,0,NA,1,44,10,144,155,0.0026975294505205026,0.11800085032067413,A1
Mandalay,MMR010,Mandalay,Pyigyitagon,MMR010005,253183.75340437837,29876,2988.4317722113033,5,14,4,5,12,0.06510211677765673,23,NA,8330.833747478688,0.13333333333333333,2,10402,1,16,0,93,8,184,179,0.002259487211611263,0.11800125244325155,A1
Mandalay,MMR010,Mandalay,Amarapura,MMR010006,253098.54149568605,29866,2987.437274355215,0,12,1,10,14,0.04788972118371351,9,25073,1157.9296771978002,0.2,3,7797,1,1516,0,122,7,185,180,0.002258730923215356,0.11800147019222966,B1
Mandalay,MMR010,Mandalay,Patheingyi,MMR010007,280906.3827485704,33147,3315.3047115730856,3,10,0,4,6,0.02774878470821116,11,55533,444.24856158296586,0.13333333333333333,2,0,0,NA,1,161,8,154,162,0.002506869145912389,0.11800016673052507,B2
Mandalay,MMR010,Meiktila,Meiktila,MMR010028,329837.1910174255,38921,3891.921147591971,2,6,7,13,6,0.06318415230129033,16,158762,251.91454076803183,0,NA,40,1,NA,1,95,10,129,149,0.002943550065708996,0.11800064110400388,A2
Mandalay,MMR010,Meiktila,Mahlaing,MMR010029,148510.50991557463,17524,1751.5760855914916,0,2,3,2,2,0.02074275467258968,1,263438,124.15877250627207,0,NA,188,1,NA,1,184,10,258,223,0.0013253197849871392,0.11799838280780302,B2
Mandalay,MMR010,Meiktila,Thazi,MMR010030,215884.3706720267,25474,2546.564500546806,0,5,1,2,0,0.01111620890086938,0,106901,99.27957873421741,0.06666666666666667,1,40,1,NA,1,223,9,211,193,0.001926569059733074,0.11799835217668586,B2
Mandalay,MMR010,Meiktila,Wundwin,MMR010031,244728.60176438157,28878,2888.202513380018,1,1,3,4,9,0.0358855829109232,13,142280,164.65514817460277,0,NA,229,1,NA,1,141,10,194,185,0.002184009629699761,0.11800010212048283,B2
Mandalay,MMR010,Myingyan,Myingyan,MMR010017,294083.33927898115,34702,3469.816606201124,14,20,10,43,44,0.21932225936709035,166,102982,279.32558084224723,0.3333333333333333,5,46608,1,NA,1,19,5,145,156,0.002624471991475902,0.11800056434710185,A2
Mandalay,MMR010,Myingyan,Taungtha,MMR010018,230755.97903655615,27229,2723.079449686694,2,8,2,17,13,0.05534816009145445,14,213475,160.19174577491975,0.3333333333333333,5,45,1,NA,1,108,5,201,189,0.0020592976732147234,0.11799910933482857,B2
Mandalay,MMR010,Myingyan,Natogyi,MMR010019,188614.4295927627,22257,2226.349785760861,3,7,2,4,4,0.04600351736656333,75,299316,140.950457884103,0,NA,0,0,NA,1,129,10,229,204,0.0016832710827698449,0.11800263663843258,B2
Mandalay,MMR010,Myingyan,Ngazun,MMR010021,132326.63815718322,15615,1560.5458019399339,1,3,0,9,3,0.01651719699889844,5,152877,129.10342330706462,0.2,3,0,0,NA,1,198,7,270,231,0.0011809443302085243,0.11800345128886172,B2
Mandalay,MMR010,Nyaung-U,Kyaukpadaung,MMR010020,278971.0072723958,32919,3292.1421203210016,1,14,4,13,9,0.05973640227136523,11,321295,133.6282602282676,0,NA,0,0,NA,1,103,10,155,163,0.002489625770485713,0.11800150962589774,A2
Mandalay,MMR010,Nyaung-U,Nyaung-U,MMR010022,255579.27318749158,30158,3016.1645853686555,0,5,5,6,8,0.04765568407296406,11,207061,163.912737162968,0.4,6,71547,1,NA,1,123,4,183,178,0.002280814544375836,0.11799861398727844,B2
Mandalay,MMR010,Pyinoolwin,Pyinoolwin,MMR010008,272154.0545770091,32114,3210.5822103578134,2,1,3,9,2,0.02880539020145305,9,12089,128.25795413023565,0.06666666666666667,1,0,0,NA,1,156,9,166,170,0.002428744554615213,0.11799934434161802,B2
Mandalay,MMR010,Pyinoolwin,Madaya,MMR010009,274809.470681634,32428,3243.2482649609665,4,17,2,36,28,0.11006846137290208,41,151769,234.70233974895402,0.2,3,779,1,NA,1,58,7,162,168,0.0024524920102466877,0.11800175561477555,A2
Mandalay,MMR010,Pyinoolwin,Singu,MMR010010,167851.48289101702,19806,1981.3525646218368,1,5,1,7,11,0.0354635768709322,11,82276,104.41697839792185,0.4,6,0,0,NA,1,145,4,242,213,0.0014979047969330792,0.11799717022970647,B2
Mandalay,MMR010,Pyinoolwin,Mogoke,MMR010011,178038.56657518548,21009,2101.1449244088303,13,25,10,63,29,0.19127757620381972,65,6083,141.83107109160767,0.06666666666666667,1,0,0,NA,1,25,9,234,207,0.0015888862909606716,0.11800252273502732,A2
Mandalay,MMR010,Pyinoolwin,Thabeikkyin,MMR010012,174366.9984594045,20575,2058.469525275091,1,5,1,6,7,0.02804531745629784,9,71549,63.41473935928963,0.4666666666666667,7,0,0,NA,1,158,3,239,209,0.0015560633745783149,0.11799824612333507,B2
Mandalay,MMR010,Yamethin,Yamethin,MMR010023,274905.3340789128,32439,3244.117062092947,NA,NA,NA,NA,NA,0,NA,207415,119.95049770550389,0.06666666666666667,1,0,0,NA,1,298,9,161,167,0.002453323927482185,0.11800062049973989,B2
Mandalay,MMR010,Yamethin,Pyawbwe,MMR010024,277250.79186566925,32716,3272.4407153383586,0,1,0,1,0,0.00221490308402417,2,211318,157.89602529389026,0,NA,0,0,NA,1,290,10,158,166,0.0024742731160488046,0.11800146639743855,B2
Mon,MMR011,Mawlamyine,Mawlamyine,MMR011001,278680.7196406106,44000.17344512815,0,0,10,13,18,6,0.0960165721494057,12,17677,2082.624832369358,0.4,6,8558,1,NA,1,67,4,114,257,0.003327682059443853,0.15788739709683255,A1
Mon,MMR011,Mawlamyine,Kyaikmaraw,MMR011002,188565.08118107164,24000.13167079307,0,0,2,0,1,1,0.00452540771729838,1,56211,148.5770092854094,0.3333333333333333,5,28590,1,NA,1,272,5,220,257,0.0018151021082856943,0.12727770974598784,B2
Mon,MMR011,Mawlamyine,Chaungzon,MMR011003,117607.3699214522,12000.006948041786,0,0,2,0,2,3,0.00907933762410637,4,69018,302.02872083229533,0.26666666666666666,4,583,1,NA,1,240,6,280,257,9.075466005605408e-4,0.10203448096880637,B2
Mon,MMR011,Mawlamyine,Thanbyuzayat,MMR011004,164226.21257492076,23000.148475104626,0,0,3,1,1,3,0.0139669671060433,4,26193,221.19043183432143,0.2,3,0,0,NA,1,204,7,226,257,0.0017394745395855936,0.14005162826617493,B2
Mon,MMR011,Mawlamyine,Mudon,MMR011005,183679.78085508436,27000.299476739117,0,0,1,1,12,3,0.01996941777701913,3,78213,261.31259738414485,0.2,3,0,0,NA,1,190,7,204,257,0.0020420013180267207,0.14699657932432542,B2
Mon,MMR011,Mawlamyine,Ye,MMR011006,253869.98090638287,61437,10000,20,33,7,36,13,0.14876101547599033,72,68572,96.9426980309231,0.13333333333333333,2,0,0,NA,1,38,8,64,79,0.004646409017932828,0.24200183015200807,A2
Mon,MMR011,Thaton,Thaton,MMR011007,229296.140236455,55490,10000,23,33,3,11,13,0.11893698302760976,91,149396,192.68022920470952,0.6,9,39,1,NA,1,52,1,78,79,0.0041966443088870325,0.2420014569053694,A2
Mon,MMR011,Thaton,Paung,MMR011008,210376.07410109657,34003.99336600171,0,0,10,0,6,4,0.02159000451905927,4,141139,224.22771431560597,0.4,6,1032,2,NA,1,180,4,149,257,0.0025716825597200126,0.16163431849983587,B2
Mon,MMR011,Thaton,Kyaikto,MMR011009,177704.36423321342,43004,10000,14,27,1,10,16,0.11906445463063749,110,30447,193.68650951761765,0.2,3,1563,2,NA,1,51,7,120,79,0.0032523426177577574,0.2419974331275452,A2
Mon,MMR011,Thaton,Bilin,MMR011010,174375.27232961828,43029,5000,7,14,0,5,10,0.05198033322790568,23,146709,90.78457704298245,0.4666666666666667,7,7816,3,NA,1,113,3,119,125,0.0032542333387475244,0.24676090494449865,B2
Nay Pyi Taw,MMR018,Det Khi Na,Za Bu Thi Ri,MMR018002,123719.90831721459,0,0,0,5,1,3,0,0.0118643767816684,0,NA,1885.9885944117398,0,NA,0,0,NA,1,215,10,320,257,0,0,B1
Nay Pyi Taw,MMR018,Det Khi Na,Det Khi Na Thi Ri,MMR018004,57490.06829779366,0,0,1,0,0,0,2,0.00406899477289147,0,NA,344.09759436474314,0,NA,0,0,NA,1,275,10,320,257,0,0,B2
Nay Pyi Taw,MMR018,Det Khi Na,Pyinmana,MMR018006,210082.69677906152,0,0,2,10,5,3,2,0.04726727284198078,29,NA,163.52743867836256,0,NA,0,0,NA,1,125,10,320,257,0,0,B2
Nay Pyi Taw,MMR018,Det Khi Na,Lewe,MMR018007,318535.16586296825,0,0,1,2,0,1,1,0.00573007298236348,2,NA,131.30587899736395,0.2,3,0,0,NA,1,261,7,320,257,0,0,B2
Nay Pyi Taw,MMR018,Oke Ta Ra,Zay Yar Thi Ri,MMR018001,124654.03232283259,0,0,0,2,6,61,3,0.08082455497331528,3,NA,213.60773290848857,0,NA,0,0,NA,1,76,10,320,257,0,0,A2
Nay Pyi Taw,MMR018,Oke Ta Ra,Tatkon,MMR018003,243155.61481010212,0,0,0,3,1,0,0,0.00762783525100365,0,NA,112.4543907325061,0.06666666666666667,1,0,0,NA,1,247,9,320,257,0,0,B2
Nay Pyi Taw,MMR018,Oke Ta Ra,Poke Ba Thi Ri,MMR018005,130476.06659285931,0,0,0,2,1,0,2,0.010202220203333121,2,NA,477.93221325553196,0,NA,0,0,NA,1,234,10,320,257,0,0,B2
Nay Pyi Taw,MMR018,Oke Ta Ra,Oke Ta Ra Thi Ri,MMR018008,91418.70664093515,0,0,0,2,0,4,1,0.00676991135969543,1,NA,95.69527695546594,0.13333333333333333,2,0,0,NA,1,256,8,320,257,0,0,B2
Rakhine,MMR012,Kyaukpyu,Kyaukpyu,MMR012011,171175.73756895756,47000.071429559386,0,0,0,0,2,2,0.00757661992175049,0,47089,140.57406478689867,0.2,3,1427,1,3877,0,248,7,108,257,0.003554560862896818,0.2745720398057322,B2
Rakhine,MMR012,Kyaukpyu,Munaung,MMR012012,58972.356344968524,14000.034103613378,0,NA,NA,NA,NA,NA,0,NA,40981,110.55731533573838,0.2,3,0,0,NA,1,298,7,273,257,0.001058806333486276,0.23739994416566754,B2
Rakhine,MMR012,Kyaukpyu,Ramree,MMR012013,101338.74477697774,25999.680633488286,0,0,0,0,2,0,0.00149633576159803,0,58954,83.12538574090227,0.2,3,0,0,NA,1,294,7,208,257,0.0019663256760390885,0.2565620946924826,B2
Rakhine,MMR012,Kyaukpyu,Ann,MMR012014,123930.35613315948,51962,1000,0,6,1,3,0,0.02277288905680731,0,53314,19.007167244878108,0.3333333333333333,5,2105,1,6189,0,173,5,88,236,0.003929825762811101,0.4192838754063482,B2
Rakhine,MMR012,Maungdaw,Maungdaw,MMR012009,42221.457598032895,16889,16889.41697108115,6,2,0,6,8,0.05110552919168119,11,84499,358.58607901204044,0.13333333333333333,2,121432,7,86044,0,115,8,263,51,0.0012772954718470553,0.40000987556589856,B2
Rakhine,MMR012,Maungdaw,Buthidaung,MMR012010,57501.30838010879,27218,25001,2,2,0,5,4,0.04059252382599156,4,98286,135.59691750737855,0.06666666666666667,1,147985,4,320481,0,136,9,202,39,0.002058465755979226,0.4733457510232136,B2
Rakhine,MMR012,Mrauk-U,Mrauk-U,MMR012003,196308.81462093847,92169,49999,0,0,0,4,2,0.0680178995044888,0,142055,174.27252555688966,0.2,3,13578,3,32562,0,89,7,22,26,0.006970634516233716,0.46951024679137954,A2
Rakhine,MMR012,Mrauk-U,Kyauktaw,MMR012004,179196.62400930474,80736,40000,0,4,0,4,0,0.0497895830803656,5,105818,122.78266666831666,0.2,3,24261,2,43795,0,118,7,30,30,0.00610596999319343,0.45054420219327235,B2
Rakhine,MMR012,Mrauk-U,Minbya,MMR012005,175167.54682476277,71821,50000,0,1,0,0,2,0.01045900441522947,1,98386,56.75619923844645,0.3333333333333333,5,16519,2,7272,0,230,5,43,25,0.005431738888242487,0.41001316340777194,B2
Rakhine,MMR012,Mrauk-U,Myebon,MMR012006,142024.9707551043,35999.769923067914,0,0,1,0,0,0,0.01867414237644896,0,55792,70.38435370860087,0.26666666666666666,4,4541,3,15237,0,191,6,141,257,0.0027226208248132193,0.25347493283517614,B2
Rakhine,MMR012,Sittwe,Sittwe,MMR012001,153108.0386733227,128717,79999,0,0,2,6,5,0.3632979400952304,1,23476,1351.2487553610713,0.26666666666666666,4,149885,11,229566,0,5,6,5,10,0.00973471734559402,0.840693938184628,A1
Rakhine,MMR012,Sittwe,Ponnagyun,MMR012002,134322.93214950498,36999.61783574795,0,0,3,0,1,1,0.01134913180087626,5,63305,131.9399496153699,0.13333333333333333,2,1136,2,378,0,221,8,135,257,0.0027982381622163777,0.2754527260808035,B2
Rakhine,MMR012,Sittwe,Pauktaw,MMR012007,151097.64096202247,50000.361944635726,0,0,0,0,1,0,0.07498616239224928,0,102889,190.17834032625606,0.2,3,34038,6,71400,0,82,7,94,257,0.003781469352986976,0.3309142460880844,A2
Rakhine,MMR012,Sittwe,Rathedaung,MMR012008,115917.75145475383,58100,10001,0,1,0,0,1,0.05615193588930949,0,89539,195.18070058142035,0.06666666666666667,1,13295,3,30415,0,105,9,74,78,0.004394035580218717,0.5012174517781098,B2
Rakhine,MMR012,Thandwe,Thandwe,MMR012015,138185.3388749741,35999.91171640083,0,0,0,5,5,1,0.02872493344523719,1,63260,38.037736558562656,0.26666666666666666,4,0,0,NA,1,157,6,140,257,0.002722631548478449,0.2605190392084391,B2
Rakhine,MMR012,Thandwe,Toungup,MMR012016,163917.80844747147,43999.91720430579,0,0,0,3,7,1,0.0207063542400854,0,92405,32.86823538287978,0.2,3,0,0,NA,1,185,7,115,257,0.003327662680247802,0.26842670495076715,B2
Rakhine,MMR012,Thandwe,Gwa,MMR012017,68340.06432105285,11999.988705708112,0,0,0,1,4,0,0.00763244994179816,0,36496,29.13672193078188,0.2,3,0,0,NA,1,246,7,281,257,9.075452209140137e-4,0.17559229457750736,B2
Sagaing,MMR005,Hkamti,Hkamti,MMR005033,50052.78736458388,7653,764.6930044427131,4,2,2,4,1,0.02157420364579696,8,10378,5.819129158021152,0.3333333333333333,5,0,0,NA,1,181,5,303,245,5.787875093875016e-4,0.15289857774064897,B2
Sagaing,MMR005,Hkamti,Homalin,MMR005034,271180.7044831875,41464,4145.647058499893,9,4,2,6,8,0.04264088474042724,16,75765,24.204882557349205,0.3333333333333333,5,0,0,NA,1,133,5,125,142,0.0031358742047881047,0.1529017342108522,B2
Sagaing,MMR005,Kale,Kale,MMR005027,366088.59478020685,56195,5620.500044487943,51,44,8,93,42,0.4569218886013862,537,213465,149.15697249124554,0.13333333333333333,2,0,0,NA,1,1,8,77,119,0.004249962640798465,0.1535010945471778,A2
Sagaing,MMR005,Kale,Kalewa,MMR005028,59267.67586886143,9062,905.7972813338224,2,2,0,4,0,0.01398406756887215,30,32150,23.858790851051495,0.26666666666666666,4,0,0,NA,1,203,6,295,239,6.853485443707747e-4,0.15289953363535,B2
Sagaing,MMR005,Kale,Mingin,MMR005029,109607.18132800513,16759,1676.1062042242897,34,7,0,31,26,0.24963255235741189,274,120946,26.317487207013436,0.3333333333333333,5,0,0,NA,1,13,5,264,227,0.0012674637227002663,0.15290056542780558,A2
Sagaing,MMR005,Kanbalu,Kanbalu,MMR005007,310412.7719640728,47462,4745.788726074859,7,12,1,17,12,0.06576694235750337,16,780517,72.60473166507512,0.2,3,0,0,NA,1,92,7,105,132,0.0035894959846530248,0.15289963650559218,A2
Sagaing,MMR005,Kanbalu,Kyunhla,MMR005008,109317.31248515345,16715,1670.5384196395844,2,3,0,8,7,0.07262673087176795,64,113284,37.698692191656534,0.06666666666666667,1,0,0,NA,1,86,9,265,228,0.0012641360537582764,0.1529035028396814,A2
Sagaing,MMR005,Katha,Katha,MMR005020,176162.5379959527,26935,2694.4748777349478,30,10,0,21,1,0.11514030520879975,250,148209,74.3807331231189,0.5333333333333333,8,0,0,NA,1,54,2,205,190,0.0020370627943750628,0.15289856916468145,A2
Sagaing,MMR005,Katha,Indaw,MMR005021,126309.298023187,19313,1930.7308707400512,3,5,2,2,1,0.02374412448790058,15,99315,63.55085564889721,0.06666666666666667,1,0,0,NA,1,168,9,245,215,0.0014606197790148724,0.15290244108913226,B2
Sagaing,MMR005,Katha,Tigyaing,MMR005022,136485.16475648366,20869,2087.141840512734,12,22,0,13,8,0.11497928404255714,252,164576,70.86822584231655,0.4,6,0,0,NA,1,55,4,238,208,0.001578298253417976,0.15290306486594638,A2
Sagaing,MMR005,Katha,Banmauk,MMR005023,118329.50284932094,18093,1808.7419382527698,NA,NA,NA,NA,NA,0,NA,52649,33.100691919060225,0.13333333333333333,2,0,0,NA,1,298,8,254,221,0.0013683525947142383,0.15290354108086943,B2
Sagaing,MMR005,Kawlin,Kawlin,MMR005024,152598.09152108652,23332,2332.7752023051985,12,12,3,14,9,0.12651505450468836,270,136431,76.80909328607324,0.06666666666666667,1,0,0,NA,1,48,9,223,200,0.0017645720853298296,0.15289837354732516,A2
Sagaing,MMR005,Kawlin,Wuntho,MMR005025,77083.05696050264,11786,1179.4001948683065,0,2,0,1,1,0.00806642777470462,6,54747,55.39178806853248,0.06666666666666667,1,0,0,NA,1,243,9,283,233,8.913615034157968e-4,0.15290000766367046,B2
Sagaing,MMR005,Kawlin,Pinlebu,MMR005026,117594.32824788554,17980,1797.98272125588,12,3,1,3,4,0.09734789394775036,102,69075,34.04905328429442,0.06666666666666667,1,0,0,NA,1,65,9,257,222,0.001359806535840491,0.1528985306340512,A2
Sagaing,MMR005,Mawlaik,Mawlaik,MMR005031,53892.49928293797,8240,823.9836862868669,0,1,0,0,0,9.960189441338531e-4,0,32466,14.542764417187065,0.26666666666666666,4,0,0,NA,1,295,6,298,244,6.231816382272328e-4,0.15289697285590043,B2
Sagaing,MMR005,Mawlaik,Paungbyin,MMR005032,118356.80933451711,18097,1810.3244434214587,0,0,0,1,0,7.481678807990177e-4,0,72207,27.046872823936344,0.26666666666666666,4,0,0,NA,1,297,6,253,220,0.001368655110072601,0.15290206031874048,B2
Sagaing,MMR005,Monywa,Monywa,MMR005012,390792.56188729784,59752,5974.781736716537,24,60,13,51,48,0.29142977012139665,151,86124,552.1899031367298,0.26666666666666666,4,0,0,NA,1,10,6,71,116,0.004518974423222526,0.1528995324563831,A2
Sagaing,MMR005,Monywa,Budalin,MMR005013,129746.76440961284,19838,1984.171987084778,4,20,0,13,12,0.05980682343030317,21,311809,114.82586328131593,0.06666666666666667,1,0,0,NA,1,102,9,241,212,0.0015003249197999811,0.15289783980563154,A2
Sagaing,MMR005,Monywa,Ayadaw,MMR005014,163596.30355856032,25014,2500.6125786130374,11,25,0,20,11,0.08475563517241916,73,226645,125.1034623408934,0.06666666666666667,1,0,0,NA,1,73,9,212,194,0.0018917797935213594,0.1529007652122536,A2
Sagaing,MMR005,Monywa,Chaung-U,MMR005015,111279.17842155536,17015,1700.5414855629747,7,12,1,11,7,0.06057848509145076,77,113910,214.02723829081813,0.06666666666666667,1,0,0,NA,1,101,9,261,226,0.0012868247056354815,0.15290371695181482,A2
Sagaing,MMR005,Naga Self-Administered Zone,Lay Shi,MMR005035,11018.166776655535,1685,167.533528801838,NA,NA,NA,NA,NA,0,NA,6431,3.7563948873947974,0.13333333333333333,2,1120,1,2125,0,298,8,315,252,1.2743459471030186e-4,0.15292925167642693,B2
Sagaing,MMR005,Naga Self-Administered Zone,Lahe,MMR005036,57088.40830032074,8729,873.1182531040208,NA,NA,NA,NA,NA,0,NA,25946,13.75816972550946,0.06666666666666667,1,621,1,1250,0,298,9,296,241,6.601641407870771e-4,0.15290319453434398,B2
Sagaing,MMR005,Naga Self-Administered Zone,Nanyun,MMR005037,54591.96540373222,8347,835.288948932148,1,0,0,0,0,0.00238145591279334,6,17719,7.860094844112942,0.06666666666666667,1,3623,1,7320,0,288,9,297,243,6.31273924063436e-4,0.15289795738750508,B2
Sagaing,MMR005,Sagaing,Sagaing,MMR005001,322630.3235904986,49330,4932.98235236441,7,20,4,26,7,0.08474488118957844,39,261954,242.40491576393907,0.4,6,0,0,NA,1,74,4,96,126,0.0037307706570084216,0.15289945300557842,A2
Sagaing,MMR005,Sagaing,Myinmu,MMR005002,112361.98558452666,17180,1717.9852405393876,5,12,2,2,1,0.04981930737579609,50,250677,138.3917893943758,0.26666666666666666,4,0,0,NA,1,117,6,260,225,0.0012993034641679442,0.15289868642518767,B2
Sagaing,MMR005,Sagaing,Myaung,MMR005003,111758.09216191898,29794,2979.5686885229857,20,26,0,25,15,0.15465660370233222,235,132160,256.99515578660936,0.26666666666666666,4,4106,1,4106,0,35,6,186,181,0.002253285646764827,0.2665936705221616,A2
Sagaing,MMR005,Shwebo,Shwebo,MMR005004,280213.89983596734,42845,4283.529523182369,5,14,13,32,25,0.22632204356422037,55,295531,251.86678449151302,0.2,3,2857,2,1596,0,18,7,121,139,0.003240317632262839,0.1529010517503977,A2
Sagaing,MMR005,Shwebo,Khin-U,MMR005005,153816.38086060813,23519,2352.1475458965847,30,23,2,43,43,0.2032529815007506,179,343468,140.02459584529151,0.26666666666666666,4,2691,2,1847,0,23,6,221,199,0.0017787146783332876,0.15290309047976788,A2
Sagaing,MMR005,Shwebo,Wetlet,MMR005006,206075.74227892887,31509,3151.101903850658,10,15,1,32,16,0.09613458319536416,77,381558,148.7859548277784,0.06666666666666667,1,1982,2,1361,0,66,9,170,172,0.0023829891066628494,0.1529000922260503,A2
Sagaing,MMR005,Shwebo,Ye-U,MMR005009,124234.00514827788,18995,1900.462173678917,7,19,0,24,15,0.14721034853669446,92,188353,84.37847746498842,0.13333333333333333,2,0,0,NA,1,39,8,247,216,0.0014365698080250349,0.15289694618899846,A2
Sagaing,MMR005,Shwebo,Tabayin,MMR005010,147890.87357303873,22613,2260.74857103089,21,33,1,52,17,0.20438261149901463,295,357924,101.87334975720466,0.06666666666666667,1,2228,1,2228,0,22,9,228,203,0.001710194949664128,0.15290328235725878,A2
Sagaing,MMR005,Shwebo,Taze,MMR005011,173406.68349000052,26514,2650.611866272992,9,44,1,31,36,0.247432401681145,147,280803,88.92045123042956,0.06666666666666667,1,1327,1,1327,0,15,9,206,191,0.002005223052907385,0.15290068102553225,A2
Sagaing,MMR005,Tamu,Tamu,MMR005030,120641.10184611999,18446,1845.3976384542723,13,4,2,7,10,0.0771967955688801,130,56558,58.5932761175695,0.06666666666666667,1,0,0,NA,1,78,9,251,218,0.0013950495750897497,0.15289979714814128,A2
